"","X","Hours.Studied","Previous.Scores","Extracurricular.Activities","Sleep.Hours","Sample.Question.Papers.Practiced","Performance.Index"
"2709",2709,9,69,"No",5,6,68
"2710",2710,6,95,"No",5,5,82
"2711",2711,5,58,"No",8,2,44
"2712",2712,6,78,"No",9,7,67
"2713",2713,2,74,"Yes",7,0,53
"2714",2714,4,79,"Yes",6,4,61
"2715",2715,3,72,"Yes",6,7,53
"2716",2716,7,72,"Yes",4,2,61
"2717",2717,9,53,"Yes",6,9,49
"2718",2718,5,77,"No",6,5,61
"2719",2719,6,49,"Yes",7,9,38
"2720",2720,2,96,"Yes",6,1,76
"2721",2721,3,67,"No",7,8,47
"2722",2722,3,53,"Yes",5,1,32
"2723",2723,9,75,"No",7,4,71
"2724",2724,7,77,"No",5,2,69
"2725",2725,8,55,"Yes",7,9,53
"2726",2726,9,99,"Yes",8,8,100
"2727",2727,6,60,"No",9,8,49
"2728",2728,4,67,"No",5,6,48
"2729",2729,1,72,"Yes",5,9,45
"2730",2730,8,45,"No",6,4,40
"2731",2731,7,80,"Yes",5,8,71
"2732",2732,2,54,"Yes",7,6,34
"2733",2733,8,83,"Yes",8,1,76
"2734",2734,5,42,"Yes",8,9,29
"2735",2735,7,82,"No",6,0,71
"2736",2736,4,86,"No",7,9,69
"2737",2737,5,74,"Yes",7,9,58
"2738",2738,8,53,"Yes",4,3,43
"2739",2739,1,41,"No",5,9,17
"2740",2740,1,68,"No",6,7,41
"2741",2741,4,43,"No",8,5,27
"2742",2742,3,65,"No",9,1,45
"2743",2743,2,90,"No",4,4,65
"2744",2744,3,51,"Yes",7,8,31
"2745",2745,1,41,"Yes",5,5,14
"2746",2746,1,56,"Yes",8,5,33
"2747",2747,6,74,"Yes",4,6,60
"2748",2748,5,49,"No",7,4,34
"2749",2749,8,87,"No",8,2,82
"2750",2750,2,61,"Yes",8,2,40
"2751",2751,4,80,"Yes",7,4,66
"2752",2752,8,82,"No",7,3,76
"2753",2753,6,60,"Yes",6,4,46
"2754",2754,1,54,"Yes",8,8,31
"2755",2755,4,74,"No",7,4,57
"2756",2756,1,87,"No",9,3,65
"2757",2757,2,60,"No",9,3,38
"2758",2758,5,60,"Yes",4,0,46
"2759",2759,8,60,"No",5,9,53
"2760",2760,8,99,"No",9,3,97
"2761",2761,3,83,"Yes",6,3,63
"2762",2762,4,71,"No",7,8,55
"2763",2763,6,94,"Yes",5,3,79
"2764",2764,3,44,"Yes",6,6,26
"2765",2765,2,78,"Yes",8,0,55
"2766",2766,6,48,"Yes",5,6,37
"2767",2767,5,92,"No",9,1,78
"2768",2768,5,57,"Yes",6,7,45
"2769",2769,5,60,"No",7,0,45
"2770",2770,5,47,"No",7,9,34
"2771",2771,3,83,"No",6,2,66
"2772",2772,7,91,"No",8,7,79
"2773",2773,6,73,"No",9,9,63
"2774",2774,4,49,"Yes",6,7,32
"2775",2775,2,90,"No",4,4,64
"2776",2776,9,80,"Yes",6,4,78
"2777",2777,1,96,"Yes",6,7,69
"2778",2778,4,63,"Yes",9,9,46
"2779",2779,1,79,"No",7,4,54
"2780",2780,6,63,"No",8,8,51
"2781",2781,4,95,"No",6,0,78
"2782",2782,5,71,"No",5,4,54
"2783",2783,5,95,"Yes",7,2,80
"2784",2784,9,72,"No",7,2,67
"2785",2785,1,77,"No",6,1,48
"2786",2786,2,83,"Yes",9,2,61
"2787",2787,6,96,"Yes",5,6,83
"2788",2788,5,95,"Yes",6,7,82
"2789",2789,7,90,"Yes",5,7,78
"2790",2790,3,98,"Yes",7,7,78
"2791",2791,3,88,"Yes",5,0,70
"2792",2792,2,73,"Yes",6,6,48
"2793",2793,3,50,"No",4,1,26
"2794",2794,1,70,"No",4,9,46
"2795",2795,5,57,"Yes",5,3,42
"2796",2796,5,62,"Yes",9,4,46
"2797",2797,7,99,"No",6,0,91
"2798",2798,4,61,"Yes",8,3,47
"2799",2799,3,82,"Yes",4,3,61
"2800",2800,1,57,"Yes",7,8,31
"2801",2801,8,79,"Yes",6,8,71
"2802",2802,3,86,"Yes",6,9,66
"2803",2803,2,80,"No",4,0,52
"2804",2804,4,86,"Yes",8,7,71
"2805",2805,3,78,"Yes",7,3,60
"2806",2806,1,59,"Yes",8,3,32
"2807",2807,3,52,"No",7,4,33
"2808",2808,2,84,"No",4,1,56
"2809",2809,8,40,"Yes",6,0,32
"2810",2810,6,91,"Yes",7,4,76
"2811",2811,9,43,"Yes",6,6,40
"2812",2812,8,63,"Yes",5,9,60
"2813",2813,3,75,"No",5,8,54
"2814",2814,5,75,"No",4,1,59
"2815",2815,7,84,"Yes",4,7,74
"2816",2816,5,41,"Yes",9,6,29
"2817",2817,8,67,"No",4,1,61
"2818",2818,5,65,"No",5,4,50
"2819",2819,1,62,"Yes",7,6,36
"2820",2820,5,54,"Yes",8,2,41
"2821",2821,4,75,"Yes",4,1,60
"2822",2822,6,66,"No",8,5,56
"2823",2823,3,45,"No",8,9,23
"2824",2824,5,74,"No",5,5,63
"2825",2825,2,78,"No",9,3,54
"2826",2826,6,77,"Yes",7,0,64
"2827",2827,6,74,"No",5,4,64
"2828",2828,5,75,"No",4,0,58
"2829",2829,6,49,"No",5,7,38
"2830",2830,7,69,"Yes",5,1,60
"2831",2831,5,92,"No",5,8,79
"2832",2832,1,80,"No",4,8,57
"2833",2833,8,77,"No",4,2,69
"2834",2834,4,68,"Yes",5,5,51
"2835",2835,9,91,"No",5,8,86
"2836",2836,6,98,"Yes",8,6,90
"2837",2837,1,82,"Yes",7,3,57
"2838",2838,3,78,"No",8,2,61
"2839",2839,3,89,"Yes",9,1,71
"2840",2840,4,43,"No",7,9,30
"2841",2841,6,44,"Yes",9,9,34
"2842",2842,7,43,"Yes",7,0,34
"2843",2843,4,75,"No",5,9,58
"2844",2844,6,98,"No",8,0,85
"2845",2845,1,84,"Yes",7,3,55
"2846",2846,8,55,"Yes",9,3,51
"2847",2847,7,64,"Yes",7,8,53
"2848",2848,9,53,"Yes",4,9,51
"2849",2849,3,50,"No",7,0,31
"2850",2850,2,68,"Yes",5,3,44
"2851",2851,1,73,"Yes",6,2,48
"2852",2852,3,61,"No",4,8,41
"2853",2853,5,53,"Yes",6,4,40
"2854",2854,2,95,"No",5,8,72
"2855",2855,3,63,"No",6,9,41
"2856",2856,4,98,"No",7,5,78
"2857",2857,7,78,"Yes",6,8,70
"2858",2858,3,65,"No",8,0,41
"2859",2859,9,82,"No",5,3,78
"2860",2860,8,75,"No",8,3,70
"2861",2861,4,78,"Yes",6,9,61
"2862",2862,1,55,"Yes",8,9,33
"2863",2863,1,97,"Yes",4,5,71
"2864",2864,1,77,"Yes",6,9,51
"2865",2865,1,98,"No",9,0,72
"2866",2866,8,71,"No",8,9,69
"2867",2867,3,45,"No",7,4,21
"2868",2868,6,73,"Yes",6,2,61
"2869",2869,3,95,"No",9,0,76
"2870",2870,5,47,"Yes",4,5,30
"2871",2871,7,69,"Yes",7,2,59
"2872",2872,2,66,"Yes",6,3,45
"2873",2873,6,46,"No",7,8,39
"2874",2874,6,66,"No",6,1,53
"2875",2875,3,64,"Yes",6,0,43
"2876",2876,6,95,"No",5,9,85
"2877",2877,5,85,"Yes",8,5,70
"2878",2878,2,80,"No",6,0,56
"2879",2879,9,54,"Yes",4,0,52
"2880",2880,8,64,"Yes",9,6,65
"2881",2881,3,61,"Yes",8,1,39
"2882",2882,8,57,"No",5,3,48
"2883",2883,9,51,"No",8,3,47
"2884",2884,3,62,"No",8,1,41
"2885",2885,3,90,"No",6,5,72
"2886",2886,2,84,"No",4,9,61
"2887",2887,8,78,"Yes",6,1,74
"2888",2888,1,64,"No",4,7,38
"2889",2889,8,49,"Yes",4,3,42
"2890",2890,7,69,"No",7,0,60
"2891",2891,7,49,"No",6,6,35
"2892",2892,3,73,"No",5,5,52
"2893",2893,1,85,"Yes",9,5,61
"2894",2894,4,52,"No",8,2,32
"2895",2895,9,93,"Yes",7,9,95
"2896",2896,5,68,"No",5,6,53
"2897",2897,1,77,"Yes",9,5,54
"2898",2898,5,80,"Yes",9,9,70
"2899",2899,8,84,"Yes",6,9,78
"2900",2900,8,48,"Yes",4,8,42
"2901",2901,5,52,"No",6,2,33
"2902",2902,9,76,"No",9,2,75
"2903",2903,1,53,"Yes",6,3,26
"2904",2904,4,76,"No",7,2,58
"2905",2905,3,48,"Yes",5,3,29
"2906",2906,2,47,"No",9,5,29
"2907",2907,8,78,"No",7,0,70
"2908",2908,7,79,"No",5,1,67
"2909",2909,9,93,"Yes",7,9,93
"2910",2910,2,42,"No",8,5,21
"2911",2911,4,94,"Yes",4,5,74
"2912",2912,6,95,"No",4,0,82
"2913",2913,3,86,"Yes",4,5,65
"2914",2914,8,79,"No",8,8,75
"2915",2915,3,72,"Yes",9,7,55
"2916",2916,2,71,"Yes",9,9,54
"2917",2917,3,46,"Yes",8,4,26
"2918",2918,6,58,"No",4,3,48
"2919",2919,2,73,"Yes",4,5,49
"2920",2920,8,53,"No",5,4,49
"2921",2921,1,89,"Yes",5,5,64
"2922",2922,7,86,"Yes",6,9,81
"2923",2923,2,85,"Yes",7,2,64
"2924",2924,6,95,"No",5,6,82
"2925",2925,2,96,"No",5,7,74
"2926",2926,2,58,"No",5,4,32
"2927",2927,8,90,"No",5,4,83
"2928",2928,2,93,"No",8,3,68
"2929",2929,7,98,"No",6,9,90
"2930",2930,3,65,"No",5,4,44
"2931",2931,8,56,"Yes",9,9,51
"2932",2932,7,93,"Yes",7,7,86
"2933",2933,8,67,"No",5,4,62
"2934",2934,7,58,"No",8,8,48
"2935",2935,6,66,"No",9,0,56
"2936",2936,7,87,"No",4,6,79
"2937",2937,5,91,"No",4,4,74
"2938",2938,7,96,"Yes",6,3,82
"2939",2939,1,58,"No",4,2,32
"2940",2940,1,72,"No",5,9,46
"2941",2941,9,90,"No",8,6,88
"2942",2942,5,46,"Yes",6,1,35
"2943",2943,5,68,"Yes",9,4,56
"2944",2944,3,94,"Yes",5,1,74
"2945",2945,5,82,"Yes",4,6,67
"2946",2946,3,44,"No",7,5,23
"2947",2947,9,69,"Yes",5,9,67
"2948",2948,9,88,"Yes",7,6,86
"2949",2949,6,82,"Yes",9,8,70
"2950",2950,1,95,"Yes",7,1,68
"2951",2951,7,97,"Yes",9,8,91
"2952",2952,7,47,"No",6,6,42
"2953",2953,4,81,"Yes",8,1,62
"2954",2954,8,51,"Yes",4,9,44
"2955",2955,6,81,"Yes",4,1,67
"2956",2956,4,52,"No",5,3,35
"2957",2957,4,65,"No",4,1,46
"2958",2958,2,57,"No",6,0,31
"2959",2959,2,81,"No",4,5,59
"2960",2960,4,90,"No",5,9,71
"2961",2961,5,91,"No",4,4,74
"2962",2962,8,88,"No",8,2,80
"2963",2963,6,59,"No",9,0,49
"2964",2964,4,55,"Yes",7,8,39
"2965",2965,7,76,"Yes",7,7,67
"2966",2966,8,42,"No",9,5,38
"2967",2967,2,66,"Yes",7,5,47
"2968",2968,7,54,"No",8,3,41
"2969",2969,2,97,"Yes",6,1,75
"2970",2970,2,73,"Yes",5,3,53
"2971",2971,8,84,"No",8,1,81
"2972",2972,2,61,"Yes",5,6,37
"2973",2973,9,79,"No",6,8,77
"2974",2974,1,62,"No",8,1,36
"2975",2975,9,98,"Yes",4,8,95
"2976",2976,1,88,"No",6,8,65
"2977",2977,2,43,"Yes",7,7,18
"2978",2978,6,90,"Yes",8,0,80
"2979",2979,6,93,"No",6,4,81
"2980",2980,1,96,"No",6,9,73
"2981",2981,7,80,"No",8,3,74
"2982",2982,8,62,"No",7,6,57
"2983",2983,2,86,"No",9,7,64
"2984",2984,8,99,"Yes",7,9,97
"2985",2985,9,48,"No",6,7,42
"2986",2986,6,63,"Yes",5,1,48
"2987",2987,5,60,"No",9,2,46
"2988",2988,9,80,"Yes",9,9,79
"2989",2989,9,85,"Yes",6,9,83
"2990",2990,1,94,"Yes",8,6,70
"2991",2991,3,92,"Yes",8,3,73
"2992",2992,9,55,"Yes",8,5,56
"2993",2993,2,95,"No",7,7,71
"2994",2994,4,94,"Yes",4,7,76
"2995",2995,4,64,"No",8,6,49
"2996",2996,2,65,"Yes",8,1,43
"2997",2997,3,88,"No",9,1,67
"2998",2998,3,84,"Yes",5,2,63
"2999",2999,1,48,"Yes",5,3,18
"3000",3000,6,54,"No",6,0,43
"3001",3001,8,78,"No",6,4,72
"3002",3002,3,72,"Yes",6,6,57
"3003",3003,5,40,"Yes",8,9,25
"3004",3004,1,44,"No",5,4,15
"3005",3005,7,95,"Yes",6,6,88
"3006",3006,1,48,"Yes",5,4,24
"3007",3007,9,83,"No",8,9,81
"3008",3008,8,45,"Yes",9,7,40
"3009",3009,7,67,"Yes",8,6,60
"3010",3010,7,84,"No",6,0,73
"3011",3011,5,65,"Yes",8,0,52
"3012",3012,5,67,"No",8,4,53
"3013",3013,5,79,"No",5,1,65
"3014",3014,1,54,"Yes",4,8,30
"3015",3015,8,45,"Yes",7,1,39
"3016",3016,1,66,"No",6,8,43
"3017",3017,4,77,"No",4,9,59
"3018",3018,9,43,"Yes",9,1,38
"3019",3019,9,50,"No",6,3,44
"3020",3020,5,60,"Yes",4,2,44
"3021",3021,4,69,"No",8,5,53
"3022",3022,3,57,"No",6,3,37
"3023",3023,3,74,"No",4,8,52
"3024",3024,5,42,"Yes",7,8,30
"3025",3025,1,51,"No",8,9,22
"3026",3026,5,66,"No",6,8,51
"3027",3027,6,92,"No",9,2,82
"3028",3028,7,69,"No",9,2,63
"3029",3029,9,60,"Yes",6,3,58
"3030",3030,3,77,"No",4,8,58
"3031",3031,2,60,"Yes",6,5,38
"3032",3032,3,99,"No",8,8,80
"3033",3033,9,77,"No",5,7,70
"3034",3034,7,79,"Yes",9,6,72
"3035",3035,9,54,"Yes",4,4,48
"3036",3036,2,57,"No",7,8,36
"3037",3037,5,91,"No",6,3,73
"3038",3038,4,68,"No",8,3,51
"3039",3039,2,87,"Yes",6,7,63
"3040",3040,9,77,"No",7,3,74
"3041",3041,9,99,"Yes",8,6,98
"3042",3042,6,60,"No",7,3,45
"3043",3043,6,56,"Yes",8,0,45
"3044",3044,8,80,"Yes",5,9,74
"3045",3045,6,90,"Yes",9,8,81
"3046",3046,1,57,"No",8,3,30
"3047",3047,4,96,"No",7,2,77
"3048",3048,7,94,"Yes",4,2,86
"3049",3049,2,76,"Yes",9,8,58
"3050",3050,9,99,"Yes",5,7,99
"3051",3051,8,77,"No",6,9,69
"3052",3052,8,51,"No",5,6,47
"3053",3053,7,50,"No",5,6,42
"3054",3054,4,87,"Yes",6,3,73
"3055",3055,2,91,"No",8,2,71
"3056",3056,3,88,"No",5,3,68
"3057",3057,6,59,"No",9,5,47
"3058",3058,5,48,"Yes",5,3,31
"3059",3059,8,40,"No",4,3,31
"3060",3060,6,97,"No",9,1,86
"3061",3061,6,42,"No",4,6,27
"3062",3062,1,60,"No",9,5,32
"3063",3063,4,62,"No",7,1,41
"3064",3064,5,48,"Yes",6,4,33
"3065",3065,3,93,"Yes",9,5,75
"3066",3066,9,58,"Yes",9,4,57
"3067",3067,1,84,"Yes",8,3,59
"3068",3068,6,94,"No",8,8,87
"3069",3069,6,85,"No",7,2,72
"3070",3070,5,91,"Yes",8,1,78
"3071",3071,5,58,"Yes",8,8,46
"3072",3072,5,62,"Yes",4,7,47
"3073",3073,6,66,"No",8,8,58
"3074",3074,8,66,"No",8,9,63
"3075",3075,2,78,"No",7,2,56
"3076",3076,6,75,"Yes",7,0,62
"3077",3077,1,51,"Yes",5,0,23
"3078",3078,4,94,"Yes",8,2,73
"3079",3079,3,66,"No",8,3,46
"3080",3080,9,85,"No",9,1,80
"3081",3081,3,73,"Yes",8,7,59
"3082",3082,6,72,"Yes",4,2,60
"3083",3083,1,67,"No",9,3,41
"3084",3084,6,70,"No",8,5,61
"3085",3085,4,71,"Yes",4,9,51
"3086",3086,8,89,"Yes",5,5,82
"3087",3087,9,59,"No",9,1,55
"3088",3088,4,79,"Yes",6,5,64
"3089",3089,6,74,"Yes",8,3,61
"3090",3090,1,70,"No",9,4,44
"3091",3091,4,97,"Yes",7,6,81
"3092",3092,7,70,"No",9,6,64
"3093",3093,1,77,"Yes",7,5,53
"3094",3094,8,61,"No",8,9,55
"3095",3095,6,84,"Yes",4,5,72
"3096",3096,5,80,"Yes",7,5,65
"3097",3097,9,48,"Yes",9,3,44
"3098",3098,2,91,"No",9,2,70
"3099",3099,5,48,"Yes",7,0,34
"3100",3100,6,54,"Yes",5,2,41
"3101",3101,7,52,"No",5,2,43
"3102",3102,5,61,"Yes",5,8,48
"3103",3103,9,55,"No",7,2,46
"3104",3104,1,71,"No",7,7,47
"3105",3105,7,41,"No",9,7,37
"3106",3106,7,65,"Yes",8,2,56
"3107",3107,4,53,"No",8,9,40
"3108",3108,9,98,"Yes",4,9,96
"3109",3109,5,77,"No",7,5,63
"3110",3110,4,73,"Yes",8,7,58
"3111",3111,7,47,"No",8,7,36
"3112",3112,4,75,"No",5,9,61
"3113",3113,3,60,"Yes",5,9,39
"3114",3114,9,95,"No",5,8,90
"3115",3115,8,85,"Yes",6,8,79
"3116",3116,1,82,"No",8,7,58
"3117",3117,7,95,"Yes",5,6,89
"3118",3118,9,67,"No",5,9,64
"3119",3119,8,85,"No",7,2,78
"3120",3120,8,83,"Yes",9,6,79
"3121",3121,6,87,"No",5,3,72
"3122",3122,4,45,"Yes",7,1,26
"3123",3123,8,59,"Yes",4,7,52
"3124",3124,3,70,"No",5,1,49
"3125",3125,9,72,"No",9,0,66
"3126",3126,2,83,"No",7,4,59
"3127",3127,2,46,"Yes",9,9,28
"3128",3128,7,47,"Yes",5,8,39
"3129",3129,4,48,"No",4,4,31
"3130",3130,8,41,"Yes",5,1,33
"3131",3131,9,56,"No",7,9,57
"3132",3132,7,91,"No",4,3,83
"3133",3133,5,84,"No",4,7,69
"3134",3134,8,76,"Yes",4,6,71
"3135",3135,4,81,"Yes",6,4,62
"3136",3136,2,83,"No",7,3,58
"3137",3137,6,56,"Yes",6,4,46
"3138",3138,9,92,"No",9,6,93
"3139",3139,1,77,"No",4,4,48
"3140",3140,7,74,"Yes",6,7,68
"3141",3141,9,99,"No",5,6,97
"3142",3142,9,86,"No",6,6,82
"3143",3143,3,78,"No",8,8,57
"3144",3144,5,69,"No",9,7,55
"3145",3145,8,45,"No",4,7,37
"3146",3146,8,43,"Yes",4,5,35
"3147",3147,4,90,"Yes",9,6,72
"3148",3148,1,76,"No",9,7,51
"3149",3149,1,74,"Yes",7,4,50
"3150",3150,4,97,"No",5,9,82
"3151",3151,6,96,"No",9,1,84
"3152",3152,8,48,"No",9,6,46
"3153",3153,6,45,"No",7,9,34
"3154",3154,9,52,"Yes",9,2,55
"3155",3155,9,98,"Yes",6,9,95
"3156",3156,2,61,"No",8,7,40
"3157",3157,1,67,"Yes",8,5,42
"3158",3158,2,69,"No",8,3,45
"3159",3159,5,91,"Yes",9,1,80
"3160",3160,4,75,"No",8,6,60
"3161",3161,4,41,"No",5,0,21
"3162",3162,9,97,"No",6,6,95
"3163",3163,8,75,"Yes",8,9,72
"3164",3164,6,47,"Yes",4,9,35
"3165",3165,1,84,"No",9,6,58
"3166",3166,2,81,"Yes",6,9,59
"3167",3167,6,89,"Yes",5,2,77
"3168",3168,2,48,"Yes",8,3,23
"3169",3169,5,40,"Yes",5,3,26
"3170",3170,5,52,"Yes",9,3,39
"3171",3171,6,89,"Yes",8,8,79
"3172",3172,6,54,"Yes",4,5,39
"3173",3173,6,71,"Yes",6,9,61
"3174",3174,2,73,"Yes",4,8,47
"3175",3175,3,82,"Yes",8,3,63
"3176",3176,6,70,"Yes",7,6,61
"3177",3177,8,53,"Yes",6,9,51
"3178",3178,1,93,"Yes",5,8,68
"3179",3179,1,86,"No",8,9,66
"3180",3180,2,53,"No",4,2,29
"3181",3181,6,87,"Yes",9,2,78
"3182",3182,9,94,"Yes",7,5,94
"3183",3183,4,68,"Yes",9,7,56
"3184",3184,3,86,"No",8,0,68
"3185",3185,8,58,"No",5,3,50
"3186",3186,9,66,"Yes",4,7,62
"3187",3187,5,48,"Yes",6,5,31
"3188",3188,9,76,"Yes",7,1,73
"3189",3189,2,76,"Yes",8,7,57
"3190",3190,3,82,"Yes",8,0,60
"3191",3191,7,67,"No",8,0,56
"3192",3192,7,91,"Yes",8,6,88
"3193",3193,6,96,"No",4,9,84
"3194",3194,6,63,"Yes",6,2,48
"3195",3195,2,67,"Yes",5,7,41
"3196",3196,6,75,"No",7,8,65
"3197",3197,4,91,"No",8,7,74
"3198",3198,3,57,"Yes",9,0,38
"3199",3199,2,64,"No",8,0,40
"3200",3200,1,74,"Yes",6,5,49
"3201",3201,5,43,"No",6,0,30
"3202",3202,2,53,"No",4,7,29
"3203",3203,2,78,"Yes",4,5,57
"3204",3204,7,65,"Yes",9,4,58
"3205",3205,8,47,"No",9,5,40
"3206",3206,8,63,"Yes",4,3,60
"3207",3207,4,55,"No",7,0,41
"3208",3208,1,59,"No",9,6,34
"3209",3209,7,54,"Yes",4,9,46
"3210",3210,1,46,"No",8,8,24
"3211",3211,4,97,"Yes",4,3,79
"3212",3212,8,56,"Yes",7,3,52
"3213",3213,2,61,"No",4,8,36
"3214",3214,6,61,"Yes",4,3,52
"3215",3215,6,93,"No",8,9,84
"3216",3216,9,51,"No",9,3,50
"3217",3217,5,57,"Yes",8,7,47
"3218",3218,4,95,"Yes",8,3,81
"3219",3219,5,85,"No",4,8,70
"3220",3220,5,86,"Yes",8,7,77
"3221",3221,8,54,"No",6,4,49
"3222",3222,8,76,"No",5,8,70
"3223",3223,2,55,"No",5,7,28
"3224",3224,7,44,"No",8,9,36
"3225",3225,8,41,"No",9,3,34
"3226",3226,6,91,"Yes",7,3,80
"3227",3227,5,67,"No",8,0,51
"3228",3228,9,96,"No",9,3,95
"3229",3229,3,80,"No",8,7,60
"3230",3230,4,93,"No",4,4,78
"3231",3231,9,66,"No",9,5,65
"3232",3232,6,70,"No",7,3,57
"3233",3233,8,80,"Yes",8,4,75
"3234",3234,7,75,"Yes",6,9,69
"3235",3235,2,86,"No",9,7,62
"3236",3236,3,82,"No",5,8,63
"3237",3237,1,40,"No",9,2,11
"3238",3238,9,89,"Yes",6,9,91
"3239",3239,7,68,"No",6,3,58
"3240",3240,1,40,"No",6,0,15
"3241",3241,3,47,"No",7,4,24
"3242",3242,4,96,"No",7,3,80
"3243",3243,4,55,"No",9,5,36
"3244",3244,5,97,"No",7,5,83
"3245",3245,3,67,"Yes",5,9,49
"3246",3246,3,61,"No",4,5,41
"3247",3247,1,57,"No",9,2,33
"3248",3248,7,61,"No",8,6,52
"3249",3249,1,80,"No",8,2,52
"3250",3250,2,51,"No",9,5,31
"3251",3251,4,58,"No",4,9,38
"3252",3252,4,64,"No",8,0,45
"3253",3253,5,89,"No",9,7,79
"3254",3254,2,98,"No",9,6,78
"3255",3255,4,44,"Yes",6,8,24
"3256",3256,1,98,"Yes",5,2,72
"3257",3257,2,73,"Yes",8,7,52
"3258",3258,1,78,"No",5,1,50
"3259",3259,4,98,"Yes",9,8,83
"3260",3260,4,49,"Yes",4,0,32
"3261",3261,7,86,"Yes",9,9,84
"3262",3262,9,96,"Yes",8,6,95
"3263",3263,9,46,"No",5,9,43
"3264",3264,5,99,"Yes",6,0,82
"3265",3265,1,76,"Yes",6,5,54
"3266",3266,1,86,"No",9,0,59
"3267",3267,6,91,"Yes",4,3,78
"3268",3268,2,99,"No",7,6,79
"3269",3269,8,91,"Yes",8,1,87
"3270",3270,9,54,"Yes",9,2,53
"3271",3271,4,81,"Yes",6,3,65
"3272",3272,5,63,"No",6,5,48
"3273",3273,8,65,"Yes",4,8,61
"3274",3274,3,65,"Yes",6,3,41
"3275",3275,5,85,"No",8,5,75
"3276",3276,3,65,"Yes",4,6,44
"3277",3277,3,97,"Yes",5,3,79
"3278",3278,3,49,"Yes",4,5,29
"3279",3279,7,56,"Yes",8,2,44
"3280",3280,7,92,"Yes",8,4,85
"3281",3281,7,53,"No",5,9,40
"3282",3282,8,41,"No",9,3,36
"3283",3283,5,87,"No",4,6,72
"3284",3284,5,52,"Yes",8,5,36
"3285",3285,4,66,"Yes",8,6,51
"3286",3286,7,48,"Yes",5,5,38
"3287",3287,4,46,"Yes",7,1,28
"3288",3288,2,87,"Yes",4,6,59
"3289",3289,4,49,"No",8,7,30
"3290",3290,8,95,"No",6,6,88
"3291",3291,9,93,"No",5,3,87
"3292",3292,3,48,"Yes",7,3,27
"3293",3293,7,61,"No",7,4,51
"3294",3294,9,62,"No",5,8,59
"3295",3295,4,46,"No",7,4,23
"3296",3296,3,87,"No",8,1,71
"3297",3297,5,48,"Yes",7,4,33
"3298",3298,1,66,"Yes",4,2,38
"3299",3299,3,63,"No",6,9,45
"3300",3300,8,68,"No",8,7,67
"3301",3301,8,56,"No",5,9,49
"3302",3302,4,59,"No",6,9,44
"3303",3303,2,46,"No",9,1,22
"3304",3304,8,82,"No",8,3,79
"3305",3305,8,79,"No",6,4,74
"3306",3306,4,46,"No",7,3,26
"3307",3307,3,67,"No",9,4,49
"3308",3308,2,58,"Yes",5,9,33
"3309",3309,9,59,"No",5,3,53
"3310",3310,1,83,"Yes",4,2,53
"3311",3311,7,78,"Yes",7,0,69
"3312",3312,5,79,"No",4,3,65
"3313",3313,8,46,"No",4,8,37
"3314",3314,4,45,"Yes",7,0,28
"3315",3315,7,64,"Yes",8,6,56
"3316",3316,5,80,"No",9,2,64
"3317",3317,5,98,"Yes",4,7,83
"3318",3318,9,52,"No",6,5,50
"3319",3319,9,78,"No",9,0,77
"3320",3320,9,79,"Yes",8,9,79
"3321",3321,6,61,"No",7,4,49
"3322",3322,6,88,"Yes",5,7,77
"3323",3323,5,56,"No",8,2,40
"3324",3324,9,87,"No",4,3,83
"3325",3325,8,61,"Yes",6,6,53
"3326",3326,7,73,"Yes",9,5,66
"3327",3327,7,47,"No",7,6,42
"3328",3328,6,88,"No",5,8,76
"3329",3329,5,84,"Yes",9,8,75
"3330",3330,4,57,"No",6,1,40
"3331",3331,3,63,"Yes",5,2,45
"3332",3332,3,99,"Yes",7,3,73
"3333",3333,6,93,"Yes",9,5,84
"3334",3334,4,99,"No",8,4,84
"3335",3335,6,81,"Yes",4,5,71
"3336",3336,3,41,"No",7,7,23
"3337",3337,4,41,"Yes",6,1,24
"3338",3338,9,66,"No",8,5,64
"3339",3339,5,53,"No",9,8,38
"3340",3340,7,87,"Yes",5,4,74
"3341",3341,2,78,"Yes",8,0,58
"3342",3342,5,92,"Yes",8,7,78
"3343",3343,9,92,"No",6,3,88
"3344",3344,3,95,"No",4,7,76
"3345",3345,9,51,"No",8,3,48
"3346",3346,6,71,"Yes",8,7,59
"3347",3347,4,67,"Yes",4,8,46
"3348",3348,7,94,"Yes",4,4,84
"3349",3349,8,67,"Yes",5,4,61
"3350",3350,6,85,"Yes",9,1,76
"3351",3351,5,64,"No",5,8,49
"3352",3352,6,43,"Yes",4,3,30
"3353",3353,5,65,"No",7,2,47
"3354",3354,8,75,"Yes",4,1,70
"3355",3355,1,89,"Yes",5,2,69
"3356",3356,7,42,"Yes",6,3,35
"3357",3357,2,40,"Yes",6,8,20
"3358",3358,9,56,"Yes",9,5,55
"3359",3359,1,46,"No",8,9,19
"3360",3360,6,87,"Yes",6,4,74
"3361",3361,9,44,"No",5,8,42
"3362",3362,1,58,"No",6,7,34
"3363",3363,4,78,"No",7,5,59
"3364",3364,4,85,"No",4,2,67
"3365",3365,9,73,"Yes",4,6,70
"3366",3366,5,74,"Yes",5,9,61
"3367",3367,5,88,"Yes",8,5,76
"3368",3368,6,55,"Yes",4,7,44
"3369",3369,1,79,"Yes",6,5,50
"3370",3370,1,89,"No",7,9,68
"3371",3371,9,86,"Yes",8,3,87
